name,profile_url,place_of_birth,longitude,latitude,popularity
Vince Edwards,https://www.themoviedb.org/person/3337, Brooklyn New York USA,-73.9497211,40.6526006,11.955702934756243
Jay C. Flippen,https://www.themoviedb.org/person/3338,Little Rock Arkansas USA,-92.2896267,34.7465071,20.185454579238613
Elisha Cook Jr.,https://www.themoviedb.org/person/3339,San Francisco California USA,-122.419906,37.7790262,59.722352854421395
Marie Windsor,https://www.themoviedb.org/person/3340,Marysvale Utah USA,-112.2302024,38.4494204,14.465050779598176
James Edwards,https://www.themoviedb.org/person/3342,Muncie Indiana USA,-85.3865271,40.1936892,19.46919473737507
Jay Adler,https://www.themoviedb.org/person/3343,New York City New York USA,-74.0060152,40.7127281,10.146254065633814
Dorothy Adams,https://www.themoviedb.org/person/3346,Hannah North Dakota USA,-98.6917884,48.9716708,34.99003638852581
James Griffith,https://www.themoviedb.org/person/3347, Los Angeles California USA,-118.242766,34.0536909,29.51688058508781
Art Gilmore,https://www.themoviedb.org/person/3348,Tacoma Washington USA,-122.4398746,47.2495798,20.06738418268212
Florence Bates,https://www.themoviedb.org/person/3367,San Antonio Texas USA,-98.4951405,29.4246002,14.478858441550074
Edward Fielding,https://www.themoviedb.org/person/3370,Brooklyn New York USA,-73.9497211,40.6526006,24.98991686370601
Jimmy Cannon,https://www.themoviedb.org/person/3378,New York City New York USA,-74.0060152,40.7127281,0.0
Bette Davis,https://www.themoviedb.org/person/3380,Lowell Massachusetts USA,-71.3161718,42.6334247,270.9970244687772
Hope Lange,https://www.themoviedb.org/person/3382,Redding Connecticut USA,-73.3834532,41.3025956,232.14131573003647
Thomas Mitchell,https://www.themoviedb.org/person/3383,Elizabeth New Jersey USA,-74.2107006,40.6639916,155.00917807603452
Kathleen Turner,https://www.themoviedb.org/person/3391,Springfield Missouri USA,-93.2920373,37.2166779,999.3702024416724
Michael Douglas,https://www.themoviedb.org/person/3392,New Brunswick New Jersey USA,-74.4518173,40.4862174,2092.2168282542975
Tony Giorgio,https://www.themoviedb.org/person/3414,Herkimer New York USA,-74.9481252,43.4911326,124.28413979303497
Demi Moore,https://www.themoviedb.org/person/3416,Roswell New Mexico USA,-104.5229518,33.3943282,779.3824324378068
Tony Goldwyn,https://www.themoviedb.org/person/3417,Los Angeles California USA,-118.242766,34.0536909,1211.5807511196901
Vincent Schiavelli,https://www.themoviedb.org/person/3418, Brooklyn New York USA,-73.9497211,40.6526006,349.4068588332923
Armelia McQueen,https://www.themoviedb.org/person/3420,Montgomery County North Carolina USA,-79.8979019,35.3299572,729.2477123685447
Gail Boggs,https://www.themoviedb.org/person/3422,Montclair New Jersey USA,-74.2210643,40.8164458,733.854397400236
Angelina Estrada,https://www.themoviedb.org/person/3424, Los Angeles California USA,-118.242766,34.0536909,25.17705013407737
Rick Aviles,https://www.themoviedb.org/person/3432,New York City New York USA,-74.0060152,40.7127281,138.31165141103503
Mickey Shaughnessy,https://www.themoviedb.org/person/3442,New York City New York USA,-74.0060152,40.7127281,9.151805560529894
Jimmy Van Heusen,https://www.themoviedb.org/person/3448,Syracuse New York USA,-76.1474244,43.0481221,0.018248658391427728
Gene Wilder,https://www.themoviedb.org/person/3460,Milwaukee Wisconsin USA,-87.922497,43.0349931,74.10078584330633
Jack Albertson,https://www.themoviedb.org/person/3461,Malden Massachusetts U.S.,-71.0844492,42.4195536,43.31791017267216
Peter Ostrum,https://www.themoviedb.org/person/3462,Dallas Texas USA,-96.7968559,32.7762719,16.06692115951811
Leonard Stone,https://www.themoviedb.org/person/3467, Salem Oregon USA,-123.033121,44.9391565,21.655258159851616
Denise Nickerson,https://www.themoviedb.org/person/3468,New York City New York USA,-74.0060152,40.7127281,16.113958649682225
Nora Denney,https://www.themoviedb.org/person/3469,Kansas City Missouri U.S.,0.0,0.0,16.15328765483616
Diana Sowle,https://www.themoviedb.org/person/3473,Chico California USA,-121.8374777,39.7284945,15.98134124430314
Adrien Brody,https://www.themoviedb.org/person/3490,New York City New York USA,-74.0060152,40.7127281,2615.995245059506
Colin Hanks,https://www.themoviedb.org/person/3492,Sacramento California USA,-121.493895,38.5810606,513.1094309425606
Kyle Chandler,https://www.themoviedb.org/person/3497,Buffalo New York USA,-78.8783922,42.8867166,880.0421442522346
Godfrey Tearle,https://www.themoviedb.org/person/3612,New York City New York USA,-74.0060152,40.7127281,4.8025434773578075
Paul Newman,https://www.themoviedb.org/person/3636,Shaker Heights Ohio USA,-81.5370671,41.4739419,822.972603446693
Larry Gates,https://www.themoviedb.org/person/3640,St. Paul Minnesota USA,-93.0931028,44.9497487,17.502351189626577
Vaughn Taylor,https://www.themoviedb.org/person/3641,Boston Massachusetts USA,-71.060511,42.3554334,196.817835761499
Jerry Lewis,https://www.themoviedb.org/person/3663,Newark New Jersey USA ,-74.1723667,40.735657,28.965025715773045
Sandra Bernhard,https://www.themoviedb.org/person/3664,Flint Michigan USA,-83.6900211,43.0161693,67.20303904657506
Shelley Hack,https://www.themoviedb.org/person/3665,Greenwich Connecticut USA,-73.6284598,41.0264862,18.031820183271943
Loretta Tupper,https://www.themoviedb.org/person/3668,Marblehead Ohio USA,-82.7354623,41.5403281,19.72045034856147
Anna Levine,https://www.themoviedb.org/person/3711,New York City New York USA,-74.0060152,40.7127281,153.1999038643165
Anthony James,https://www.themoviedb.org/person/3715,Myrtle Beach South Carolina USA,-78.8900409,33.6956461,123.45520007651324
Mel Ferrer,https://www.themoviedb.org/person/3754,Elberon New Jersey USA,-73.9918038,40.2692785,15.676934744411652
Joshua Sinclair,https://www.themoviedb.org/person/3774,New York City New York USA,-74.0060152,40.7127281,2.675552220622475
Jack Palance,https://www.themoviedb.org/person/3785,Lattimer Mines Pennsylvania USA,0.0,0.0,161.14135631093143
Pat Hingle,https://www.themoviedb.org/person/3798,Miami Florida USA,-80.19362,25.7741728,213.2597151030547
Billy Dee Williams,https://www.themoviedb.org/person/3799,New York City - New York - USA,-74.0060152,40.7127281,436.8389179660705
Jerry Hall,https://www.themoviedb.org/person/3800,Gonzales Texas USA,-97.5108636,29.4436555,165.73642890004413
Tracey Walter,https://www.themoviedb.org/person/3801,Jersey City New Jersey USA,-74.047455,40.7215682,437.3022734261701
Lee Wallace,https://www.themoviedb.org/person/3802,Brooklyn - New York - USA,-73.9497211,40.6526006,53.89878939310993
Jean Seberg,https://www.themoviedb.org/person/3830,Marshalltown Iowa USA,-92.9122672,42.048881,12.686750482557665
Katie Holmes,https://www.themoviedb.org/person/3897,Toledo Ohio USA,-83.5378173,41.6529143,1128.5014941034497
William H. Macy,https://www.themoviedb.org/person/3905,Miami Florida USA,-80.19362,25.7741728,2694.5052767669945
Kristin Rudrüd,https://www.themoviedb.org/person/3906,Fargo North Dakota USA,-96.789821,46.877229,41.47233428126961
Harve Presnell,https://www.themoviedb.org/person/3907,Modesto California USA,-120.9968782,37.6390972,463.2875215024077
Tony Denman,https://www.themoviedb.org/person/3908,Minneapolis Minnesota USA,-93.2654692,44.9772995,14.613813939623336
Frances McDormand,https://www.themoviedb.org/person/3910,Chicago Illinois USA ,-87.6244212,41.8755616,3761.7065197409565
John Carroll Lynch,https://www.themoviedb.org/person/3911,Boulder Colorado USA,-105.270545,40.0149856,2322.313290506654
Kevin Grevioux,https://www.themoviedb.org/person/3952,Chicago Illinois USA,-87.6244212,41.8755616,164.41057985547536
Joe Morton,https://www.themoviedb.org/person/3977,New York City New York USA,-74.0060152,40.7127281,1143.2301928300808
S. Epatha Merkerson,https://www.themoviedb.org/person/3978,Saginaw Michigan USA,-83.9490365,43.4200387,1054.4869016250782
Danny Cooksey,https://www.themoviedb.org/person/3980,Moore Oklahoma USA,-97.4867045,35.3383254,82.42692530760675
Jenette Goldstein,https://www.themoviedb.org/person/3981,Los Angeles California U.S.,-72.7388789,-16.5867477,289.1245090739931
Xander Berkeley,https://www.themoviedb.org/person/3982,Brooklyn New York City New York USA,-73.9497211,40.6526006,760.6839210610867
Tom Hulce,https://www.themoviedb.org/person/3999,Whitewater Wisconsin USA,-88.7292679,42.8336422,731.4445116112972
Elizabeth Berridge,https://www.themoviedb.org/person/4000,Westchester New York USA,-73.7907554,41.1763139,910.5259904916281
Christine Ebersole,https://www.themoviedb.org/person/4003,Chicago Illinois USA,-87.6244212,41.8755616,224.21891389230365
Jeffrey Jones,https://www.themoviedb.org/person/4004,Buffalo New York USA,-78.8783922,42.8867166,537.4488357506382
Spencer Treat Clark,https://www.themoviedb.org/person/4012,New York City New York United States,-74.0060152,40.7127281,261.1635409889467
Steve Reevis,https://www.themoviedb.org/person/4024,Montana USA,-109.638757,47.3752671,72.78129320407305
Steve Park,https://www.themoviedb.org/person/4025,Brooklyn New York USA,-73.9497211,40.6526006,355.59940097255566
Bob Gunton,https://www.themoviedb.org/person/4029,Santa Monica California USA,-118.4912273,34.0194704,2124.178426534144
Martin Klebba,https://www.themoviedb.org/person/4030,Troy Michigan U.S.,-83.14999981462213,42.6229991,537.5205487430466
Susan Sarandon,https://www.themoviedb.org/person/4038,New York City New York USA,-74.0060152,40.7127281,1148.2515744707182
Trey Wilson,https://www.themoviedb.org/person/4039,Houston Texas USA,-95.3676974,29.7589382,141.6984855473215
Robert Wuhl,https://www.themoviedb.org/person/4040,Union New Jersey U.S.,0.0,0.0,726.0494029107244
William O'Leary,https://www.themoviedb.org/person/4041,Chicago Illinois USA,-87.6244212,41.8755616,48.8920619653933
Rick Marzan,https://www.themoviedb.org/person/4047,Columbia South Carolina USA,-81.0343313,34.0007493,43.71026050152292
Jenny Robertson,https://www.themoviedb.org/person/4051,Cincinnati Ohio USA,-84.5124602,39.1014537,4.891422741055786
Gary Cooper,https://www.themoviedb.org/person/4068,Helena Montana USA,-112.036277,46.5927425,26.64728878404111
Grace Kelly,https://www.themoviedb.org/person/4070,Philadelphia Pennsylvania USA,-75.1635262,39.9527237,1031.52897216033
Otto Kruger,https://www.themoviedb.org/person/4071,Toledo Ohio USA,-83.5378173,41.6529143,14.69032732111993
Lon Chaney Jr.,https://www.themoviedb.org/person/4072,Oklahoma City Oklahoma USA,-97.5170536,35.4729886,22.075527908926617
Harry Morgan,https://www.themoviedb.org/person/4073,Detroit Michigan USA,-83.0466403,42.3315509,25.85189898380786
Ian MacDonald,https://www.themoviedb.org/person/4074,Great Falls Montana USA,-111.29189,47.5048851,15.674024398030264
Eve McVeagh,https://www.themoviedb.org/person/4075,Cincinnati Ohio U.S.,-84.31792686481306,39.28881685,12.37479281367662
Morgan Farley,https://www.themoviedb.org/person/4076,Mamaroneck New York USA,-73.7326309,40.9487097,21.675866558552283
Harry Shannon,https://www.themoviedb.org/person/4077,Saginaw Michigan USA,-83.9490365,43.4200387,1133.2030550486068
Lee Van Cleef,https://www.themoviedb.org/person/4078,Somerville New Jersey USA,-74.60988,40.5742696,471.9074680836928
Shirley MacLaine,https://www.themoviedb.org/person/4090,Richmond Virginia USA,-77.43428,37.5385087,483.50221203812964
Fred MacMurray,https://www.themoviedb.org/person/4091,Kankakee Illinois USA,-87.848682,41.1253903,752.5861231171895
Ray Walston,https://www.themoviedb.org/person/4093,New Orleans Louisiana USA,-90.0782127,29.9759983,183.91097598714697
Edie Adams,https://www.themoviedb.org/person/4098,Kingston Pennsylvania USA,-75.897197,41.2620137,34.28502265789277
Johnny Seven,https://www.themoviedb.org/person/4099,Brooklyn New York USA,-73.9497211,40.6526006,18.253538618108283
Humphrey Bogart,https://www.themoviedb.org/person/4110,New York City New York USA,-74.0060152,40.7127281,802.0768034274163
Dooley Wilson,https://www.themoviedb.org/person/4117,Tyler Texas USA,-95.3010624,32.3512601,28.281330290176967
Joy Page,https://www.themoviedb.org/person/4118,Los Angeles California USA,-118.242766,34.0536909,27.78665006335072
Giuseppe Andrews,https://www.themoviedb.org/person/4133,Key Largo Florida USA,-80.46777414781022,25.091338,176.23808723728567
Robert Redford,https://www.themoviedb.org/person/4135,Santa Monica California USA,-118.4912273,34.0194704,751.4722359141454
Craig Sheffer,https://www.themoviedb.org/person/4138,York Pennsylvania USA,-76.727707,39.9624624,30.04207378784703
Tom Skerritt,https://www.themoviedb.org/person/4139,Detroit Michigan USA,-83.0466403,42.3315509,478.6485441553987
Susan Traylor,https://www.themoviedb.org/person/4158,New York - USA,-74.0060152,40.7127281,19.69466526969085
Patricia Charbonneau,https://www.themoviedb.org/person/4161,Valley Stream Long Island New York USA,-73.68645927443026,40.6815493,22.077414854449756
Audra Lindley,https://www.themoviedb.org/person/4162,Los Angeles California USA,-118.242766,34.0536909,7.091491577317063
John Wayne,https://www.themoviedb.org/person/4165,Winterset Iowa USA ,-94.0135687,41.3347631,139.59016075576892
Dave Chappelle,https://www.themoviedb.org/person/4169, Washington District of Columbia USA,-77.0365427,38.8950368,135.39883128157942
Jeffrey Tambor,https://www.themoviedb.org/person/4175,San Francisco California USA,-122.419906,37.7790262,1269.0457597425243
David S. Howard,https://www.themoviedb.org/person/4192,Mt. Kisco New York USA,-73.7295886,41.2084388,69.15647057930798
Charles 'Honi' Coles,https://www.themoviedb.org/person/4198,New York City New York U.S.,0.0,0.0,50.825345308497305
Neal Jones,https://www.themoviedb.org/person/4199,Wichita Kansas USA,-97.3375448,37.6922361,83.40459032579949
Wayne Knight,https://www.themoviedb.org/person/4201,New York City New York USA,-74.0060152,40.7127281,817.5193983437625
Erykah Badu,https://www.themoviedb.org/person/4237,Dallas Texas USA,-96.7968559,32.7762719,14.4692983121548
Common,https://www.themoviedb.org/person/4238,Chicago Illinois USA,-87.6244212,41.8755616,1404.249498934736
Yasiin Bey,https://www.themoviedb.org/person/4239,Brooklyn New York USA,-73.9497211,40.6526006,110.1517771164593
Bilal,https://www.themoviedb.org/person/4240,Philadelphia Pennsylvania USA,-75.1635262,39.9527237,2.75837910547667
Lil' Cease,https://www.themoviedb.org/person/4241,Brooklyn New York USA,-73.9497211,40.6526006,1.1324393744025214
Lauryn Hill,https://www.themoviedb.org/person/4244,South Orange New Jersey USA,-74.2635376,40.7474966,8.905659927057965
Michael Lerner,https://www.themoviedb.org/person/4250,Brooklyn New York USA,-73.9497211,40.6526006,233.54378398843534
Tony Shalhoub,https://www.themoviedb.org/person/4252,Green Bay Wisconsin USA,-88.0125794,44.5126379,1080.3476083654366
Jon Polito,https://www.themoviedb.org/person/4253,Philadelphia Pennsylvania USA ,-75.1635262,39.9527237,259.4756557194193
Richard Portnow,https://www.themoviedb.org/person/4255,Brooklyn - New York - USA,-73.9497211,40.6526006,385.5845460109878
Christopher Murney,https://www.themoviedb.org/person/4256,Narragansett Rhode Island USA,-71.4495005,41.4501021,25.122224942066445
I.M. Hobson,https://www.themoviedb.org/person/4257,Clifton Illinois USA,-87.9344851,40.9353109,49.72474299438397
Dean Martin,https://www.themoviedb.org/person/4299,Steubenville Ohio USA,-80.6339638,40.3697905,21.92088626066132
Ricky Nelson,https://www.themoviedb.org/person/4300,Teaneck New Jersey U.S.,0.0,0.0,6.64007325616015
Angie Dickinson,https://www.themoviedb.org/person/4301,Kulm North Dakota USA,-98.948162,46.301914,88.54975313407239
Walter Brennan,https://www.themoviedb.org/person/4302,Lynn Massachusetts USA,-70.9494939,42.466763,61.07394846838893
Ward Bond,https://www.themoviedb.org/person/4303,Benkelman Nebraska USA,-101.5329443,40.0491615,133.3429534318911
John Russell,https://www.themoviedb.org/person/4304,Los Angeles California USA,-118.242766,34.0536909,22.265487003820148
Pedro Gonzalez Gonzalez,https://www.themoviedb.org/person/4305,Aguilares Texas USA,-99.0872507,27.4486359,9.813923972083034
Claude Akins,https://www.themoviedb.org/person/4307,Nelson Georgia U.S.,0.0,0.0,20.09986981354606
"Harry Carey, Jr.",https://www.themoviedb.org/person/4316,Saugus Santa Clarita California USA,-118.5168257,34.4493489,201.9881796686613
