name,gender,place_of_birth,birthday,profile_url,popularity,latitude,longitude
Brian J. Smith,2,Dallas Texas USA,12/10/1981,https://www.themoviedb.org/person/22541,21.20604226,32.7762719,-96.7968559
Tina Caspary,1,Downey California USA,28/12/1970,https://www.themoviedb.org/person/22554,7.30921695,33.9404441,-118.1292846
Diana Barrows,1,New York City New York USA,23/01/1971,https://www.themoviedb.org/person/22555,5.301077947,40.7127281,-74.0060152
Angela Alvarado,1,New York City New York USA,,https://www.themoviedb.org/person/22621,24.98217736,40.7127281,-74.0060152
Chester Thompson,2,Baltimore Maryland USA,11/12/1948,https://www.themoviedb.org/person/22645,0.580417458,39.2908816,-76.610759
Terrence E. McNally,2,New Bedford Massachusetts USA,29/05/1948,https://www.themoviedb.org/person/22672,2.14822892,41.6362152,-70.934205
Damon Wayans,2,Harlem New York USA,04/09/1960,https://www.themoviedb.org/person/22675,75.04173372,40.8078786,-73.9454154
Daisy Donovan,1,Brooklyn New York United States,11/07/1975,https://www.themoviedb.org/person/22811,20.75407334,40.6526006,-73.9497211
Jenna Stern,0,Los Angeles California USA,23/09/1967,https://www.themoviedb.org/person/22820,42.91093363,34.0536909,-118.242766
Eddie Cochran,2,Albert Lea Minnesota USA,03/10/1938,https://www.themoviedb.org/person/22857,0.266886629,43.6480127,-93.3682656
Joey Dee,2,Passaic New Jersey USA,11/06/1940,https://www.themoviedb.org/person/22858,0.018012684,40.8567663,-74.1284764
Jerry Lee Lewis,2,Ferriday Louisiana USA,29/09/1935,https://www.themoviedb.org/person/22859,0.348454986,31.6301664,-91.5545649
Chuck Berry,2,St. Louis Missouri USA,18/10/1926,https://www.themoviedb.org/person/22860,1.800481856,38.6264256,-90.1995853
Carl Perkins,2,Tiptonville Tennessee USA,09/04/1932,https://www.themoviedb.org/person/22861,1.193635306,36.3783984,-89.4720193
Bo Diddley,2,McComb Mississippi USA,30/12/1928,https://www.themoviedb.org/person/22863,17.37893677,31.2437872,-90.4531536
Gene Vincent,2,Norfolk Virginia U.S.,11/02/1935,https://www.themoviedb.org/person/22864,0.042475326,37.5717161,-77.4728193
Little Richard,2,Macon Georgia USA,05/12/1932,https://www.themoviedb.org/person/22865,13.76082561,32.8406946,-83.6324022
Bill Haley,2,Highland Park Michigan USA,06/07/1925,https://www.themoviedb.org/person/22866,0.112166323,42.4055981,-83.0965829
Buddy Holly,2,Lubbock Texas USA,07/09/1936,https://www.themoviedb.org/person/22867,0.022810823,33.5635206,-101.879336
Roy Orbison,2,Vernon Texas USA,23/04/1936,https://www.themoviedb.org/person/22868,2.291150524,34.1513105,-99.2860857
Carl Heinz Choynski,2,New York New York U.S.A.,31/05/1936,https://www.themoviedb.org/person/22945,23.81976929,0,0
Veda Ann Borg,1,Boston Massachusetts U.S.,11/01/1915,https://www.themoviedb.org/person/22948,6.392693814,42.3535218,-71.0489138
Peter Dinklage,2,Morristown New Jersey USA,11/06/1969,https://www.themoviedb.org/person/22970,549.2078531,40.7970382,-74.4809868
Dean Reed,2,Denver Colorado USA,22/09/1938,https://www.themoviedb.org/person/22979,0.56295538,39.7392364,-104.9848623
Philip Bailey,2,Denver Colorado U.S.A.,08/05/1951,https://www.themoviedb.org/person/23038,303.8945554,0,0
Verdine White,2,Chicago Illinois U.S.,25/07/1951,https://www.themoviedb.org/person/23039,0.188307277,41.8872214,-87.6297412
Tommy Sands,2,Chicago Illinois USA,27/08/1937,https://www.themoviedb.org/person/23086,4.93169993,41.8755616,-87.6244212
Bobby Lewis,2,Indianapolis Indiana USA,17/02/1933,https://www.themoviedb.org/person/23087,0,39.7683331,-86.1583502
Roger McGuinn,2,Chicago Illinois USA,13/07/1942,https://www.themoviedb.org/person/23088,1.003282921,41.8755616,-87.6244212
Peter Krause,2,Alexandria Minnesota USA,12/08/1965,https://www.themoviedb.org/person/23119,107.9954817,45.8835101,-95.3745015
Brian Wilson,2,Inglewood California USA,20/06/1942,https://www.themoviedb.org/person/23185,1.191196908,33.9562003,-118.353132
Dennis Wilson,2,Hawthorne California USA,04/12/1944,https://www.themoviedb.org/person/23187,1.103886517,33.9188589,-118.3483256
Dean Torrence,2,Los Angeles California USA,10/03/1940,https://www.themoviedb.org/person/23192,0.1075255,34.0536909,-118.242766
Maile Flanagan,1,Honolulu Hawaii USA,19/05/1965,https://www.themoviedb.org/person/23211,210.9872127,21.2890997,-157.717299
Debrah Farentino,1,Lucas Valley California USA,30/09/1959,https://www.themoviedb.org/person/23214,2.581791872,38.027422,-122.5583121
Sam Harris,2,Cushing Oklahoma USA,04/06/1961,https://www.themoviedb.org/person/23240,0,35.9848686,-96.7674179
Rufus Thomas,2,Cayce Mississippi USA,26/03/1917,https://www.themoviedb.org/person/23310,4.024537097,34.9553711,-89.6181371
Kim Weston,0,Detroit Michigan USA,20/12/1939,https://www.themoviedb.org/person/23311,0.064892859,42.3315509,-83.0466403
Armand Assante,2,New York City New York USA,04/10/1949,https://www.themoviedb.org/person/23346,247.4045317,40.7127281,-74.0060152
Chris O'Neil,2,Boulder Colorado USA,,https://www.themoviedb.org/person/23417,1.917760949,40.0149856,-105.270545
Rhiannon Leigh Wryn,1,Los Angeles California USA,04/01/2000,https://www.themoviedb.org/person/23418,22.78777619,34.0536909,-118.242766
Sienna Miller,1,New York City New York USA,28/12/1981,https://www.themoviedb.org/person/23459,2500.891187,40.7127281,-74.0060152
Jonathan Jackson,2,Orlando Florida USA,11/05/1982,https://www.themoviedb.org/person/23495,67.7110339,28.5421109,-81.3790304
Kiersten Warren,1,Creston Iowa USA,04/11/1965,https://www.themoviedb.org/person/23504,78.76098035,41.0585878,-94.361397
Jason Bateman,2,Rye New York USA,14/01/1969,https://www.themoviedb.org/person/23532,2384.766399,40.9808209,-73.684294
Joe Flynn,2,Youngstown Ohio USA,08/11/1924,https://www.themoviedb.org/person/23586,16.60950411,41.1035786,-80.6520161
David LaChapelle,2,Fairfield Connecticut USA,11/03/1963,https://www.themoviedb.org/person/23590,0.764713176,41.2943069,-73.37486
Christopher Toler,2, Los Angeles California USA,01/01/1983,https://www.themoviedb.org/person/23591,12.23257913,34.0536909,-118.242766
Liev Schreiber,2,San Francisco California USA,04/10/1967,https://www.themoviedb.org/person/23626,1786.238565,37.7790262,-122.419906
Patricia Kalember,1,Schenectady New York USA,30/12/1957,https://www.themoviedb.org/person/23627,152.2585834,42.8142432,-73.9395687
Eriq La Salle,2,Hartford Connecticut USA,23/07/1962,https://www.themoviedb.org/person/23628,697.0699255,41.764582,-72.6908547
Brian O'Halloran,2,New York City New York USA,20/12/1969,https://www.themoviedb.org/person/23629,491.1086531,40.7127281,-74.0060152
Jeff Anderson,2,Monmouth County New Jersey USA,21/04/1970,https://www.themoviedb.org/person/23630,397.7896887,40.2932319,-74.1671114
Marilyn Ghigliotti,1,New York City New York USA ,10/08/1961,https://www.themoviedb.org/person/23631,141.5703118,40.7127281,-74.0060152
Lisa Spoonauer,1,Rahway New Jersey USA,06/12/1972,https://www.themoviedb.org/person/23632,98.56801919,40.6081591,-74.2776468
Walt Flanagan,2,Red Bank New Jersey USA,23/10/1967,https://www.themoviedb.org/person/23633,104.0571346,40.3470543,-74.0643065
Scott Schiaffo,2,Passaic New Jersey USA,04/12/1963,https://www.themoviedb.org/person/23634,13.28518062,40.8567663,-74.1284764
Jeremy London,2,San Diego California USA,07/11/1972,https://www.themoviedb.org/person/23646,7.887117352,32.7174202,-117.1627728
Renée Humphrey,1,San Mateo California USA,27/01/1975,https://www.themoviedb.org/person/23647,15.33724715,37.496904,-122.3330573
Priscilla Barnes,1,Fort Dix New Jersey USA,07/12/1955,https://www.themoviedb.org/person/23648,21.56047526,40.0301105,-74.6201691
Jennifer Schwalbach Smith,1,Newark New Jersey USA ,07/04/1971,https://www.themoviedb.org/person/23658,33.82270755,40.735657,-74.1723667
Will Ferrell,2,Irvine California USA,16/07/1967,https://www.themoviedb.org/person/23659,1579.229436,33.6856969,-117.8259819
Michael Jordan,2,Brooklyn New York USA,17/02/1963,https://www.themoviedb.org/person/23678,37.80130928,40.6526006,-73.9497211
Billy West,2,Detroit Michigan USA,16/04/1952,https://www.themoviedb.org/person/23679,127.7578348,42.3315509,-83.0466403
Dee Bradley Baker,2,Bloomington Indiana USA,31/08/1962,https://www.themoviedb.org/person/23680,529.1973282,39.1670396,-86.5342881
Larry Bird,2,West Baden Springs Indiana USA,07/12/1956,https://www.themoviedb.org/person/23682,28.93324788,38.56730875,-86.61848289
Eve Gordon,1,Pittsburgh Pennsylvania U.S.,25/06/1960,https://www.themoviedb.org/person/23706,43.71820079,39.9081596,-79.7276779
Grant Gelt,2, Los Angeles California USA,01/02/1980,https://www.themoviedb.org/person/23711,7.608432021,34.0536909,-118.242766
Erika Eleniak,1,Glendale California USA,29/09/1969,https://www.themoviedb.org/person/23764,70.65290594,34.1469416,-118.2478471
Bryan Greenberg,2, Omaha Nebraska USA,24/05/1978,https://www.themoviedb.org/person/23821,58.10286308,41.2587459,-95.9383758
Steven Seagal,2,Lansing Michigan USA,10/04/1952,https://www.themoviedb.org/person/23880,214.7782272,42.7337712,-84.5553805
Timothy Busfield,2,Lansing Michigan USA,12/06/1957,https://www.themoviedb.org/person/23881,59.38075686,42.7337712,-84.5553805
Amy Madigan,1,Chicago Illinois USA,11/09/1950,https://www.themoviedb.org/person/23882,193.5962761,41.8755616,-87.6244212
Ryan Kelley,2,Glen Ellyn Illinois USA,31/08/1986,https://www.themoviedb.org/person/23891,6.823189104,41.8775293,-88.0670118
George de la Peña,2,New York City New York USA,09/12/1955,https://www.themoviedb.org/person/23893,4.30157061,40.7127281,-74.0060152
Ayanna Berkshire,1,San Juan Islands Washington USA,,https://www.themoviedb.org/person/23897,32.61569369,0,0
Robert Blanche,2,Pomona California USA,30/03/1962,https://www.themoviedb.org/person/23899,13.46743123,34.0553813,-117.7517496
Julie Lott,1,Orange County California USA ,07/07/1964,https://www.themoviedb.org/person/23902,6.606486286,33.7500378,-117.8704931
Pat Morita,2,Isleton California USA,28/06/1932,https://www.themoviedb.org/person/23915,121.4357146,38.1618614,-121.61162
Randee Heller,1,Brooklyn New York USA,10/06/1947,https://www.themoviedb.org/person/23916,32.55269579,40.6526006,-73.9497211
Ron Thomas,2, Reno Nevada USA,15/11/1961,https://www.themoviedb.org/person/23918,27.41742936,39.5261206,-119.8126581
Rob Garrison,2,Wheeling West Virginia USA,23/01/1960,https://www.themoviedb.org/person/23919,31.49010516,40.0639616,-80.7209149
Chad McQueen,2,Los Angeles California USA,28/12/1960,https://www.themoviedb.org/person/23920,28.32577207,34.0536909,-118.242766
Mira Sorvino,1,Tenafly New Jersey USA,28/09/1967,https://www.themoviedb.org/person/23931,224.8482689,40.9253766,-73.9629154
Jeremy Sisto,2,Grass Valley California USA,06/10/1974,https://www.themoviedb.org/person/23958,147.8352785,39.2190607,-121.06292
Debra Messing,1,Brooklyn New York USA,15/08/1968,https://www.themoviedb.org/person/23959,79.63077392,40.6526006,-73.9497211
Mary Ellen Trainor,1,Chicago Illinois USA,08/07/1952,https://www.themoviedb.org/person/23967,309.6488336,41.8755616,-87.6244212
Denise Dowse,1,Honolulu Hawaii USA,21/02/1958,https://www.themoviedb.org/person/23970,99.1406596,21.2890997,-157.717299
Dwier Brown,2,Norton Ohio USA,30/01/1959,https://www.themoviedb.org/person/23974,13.27894926,41.0292217,-81.6381795
Lee Garlington,1,Teaneck New Jersey USA,20/07/1953,https://www.themoviedb.org/person/23975,103.052219,40.8860164,-74.0072568
Joseph Gordon-Levitt,2,Los Angeles California USA,17/02/1981,https://www.themoviedb.org/person/24045,9322.506971,34.0536909,-118.242766
John Schuck,2,Boston Massachusetts USA,04/02/1940,https://www.themoviedb.org/person/24046,28.77066177,42.3554334,-71.060511
Courtney B. Vance,2,Detroit Michigan USA,12/03/1960,https://www.themoviedb.org/person/24047,211.4777529,42.3315509,-83.0466403
Jeffrey Nordling,2,Ridgewood New Jersey USA,11/03/1962,https://www.themoviedb.org/person/24048,17.4126024,40.9796683,-74.1194403
Willy DeVille,2,Stamford Connecticut U.S.,25/08/1950,https://www.themoviedb.org/person/24137,23.3029075,41.0434884,-73.55018355
Mike Binder,2,Detroit Michigan USA,02/06/1958,https://www.themoviedb.org/person/24173,108.0087584,42.3315509,-83.0466403
Anne Dudek,1,Boston Massachusetts USA,22/03/1975,https://www.themoviedb.org/person/24198,25.92112703,42.3554334,-71.060511
Jennifer Echols,1,Houston Texas USA,25/07/1954,https://www.themoviedb.org/person/24199,68.68975932,29.7589382,-95.3676974
Rhea Perlman,1, Coney Island New York U.S.,31/03/1948,https://www.themoviedb.org/person/24203,71.18355886,40.5701346,-73.9834379
Annie Parisse,1,Anchorage - Alaska - USA,31/07/1975,https://www.themoviedb.org/person/24291,347.4593592,61.2163129,-149.894852
Jerry Adler,2,Brooklyn New York USA,04/02/1929,https://www.themoviedb.org/person/24292,78.88348787,40.6526006,-73.9497211
Doris Belack,1,New York City New York USA,26/02/1926,https://www.themoviedb.org/person/24293,28.52367562,40.7127281,-74.0060152
Norman Bartold,2,Alameda County California USA,06/08/1928,https://www.themoviedb.org/person/24319,28.20125644,37.6090291,-121.899142
Alan Oppenheimer,2,New York City New York USA,23/04/1930,https://www.themoviedb.org/person/24320,821.2389773,40.7127281,-74.0060152
Linda Gaye Scott,1, Los Angeles California USA,01/02/1943,https://www.themoviedb.org/person/24322,5.44761782,34.0536909,-118.242766
Steve Franken,2,Queens New York City New York USA,27/05/1932,https://www.themoviedb.org/person/24323,45.15326823,40.7135078,-73.8283132
Michael T. Mikler,2,Slavia Florida USA,13/08/1933,https://www.themoviedb.org/person/24324,7.653267087,28.6479678,-81.2301593
Terry Wilson,2,Huntington Park California USA,03/09/1923,https://www.themoviedb.org/person/24325,8.013835406,33.9827043,-118.2120343
Alex Borstein,1,Highland Illinois USA,15/02/1971,https://www.themoviedb.org/person/24357,196.9499017,38.7707945,-89.67878163
Lori Alan,1,Potomac Maryland USA,18/07/1966,https://www.themoviedb.org/person/24358,874.1711249,39.0180508,-77.19563314
Gregory Jbara,2,Westland Michigan USA,28/09/1961,https://www.themoviedb.org/person/24360,214.3700527,42.3238056,-83.4005321
Kevin Michael Richardson,2,The Bronx New York USA,25/10/1964,https://www.themoviedb.org/person/24362,387.4711009,40.8506558,-73.8665241
John Forsythe,2,Penns Grove New Jersey USA,29/01/1918,https://www.themoviedb.org/person/24367,43.03906753,39.7295581,-75.4679734
Roscoe Lee Browne,2,Woodbury New Jersey USA,02/05/1925,https://www.themoviedb.org/person/24368,65.93775151,39.8381691,-75.1526774
Jack Wallace,2,Pekin Illinois USA,10/08/1933,https://www.themoviedb.org/person/24435,96.37531725,40.5721875,-89.62302965
Daniel Baldwin,2,Massapequa Long Island New York USA,05/10/1960,https://www.themoviedb.org/person/24516,22.79143972,0,0
Frank Zagarino,2,Los Angeles California USA,19/12/1959,https://www.themoviedb.org/person/24517,1.378402973,34.0536909,-118.242766
Scott Valentine,2,Saratoga Springs New York USA,03/06/1958,https://www.themoviedb.org/person/24519,1.315869854,43.0821793,-73.7853915
John Reilly,2,Chicago Illinois USA,11/11/1936,https://www.themoviedb.org/person/24520,0.405403385,41.8755616,-87.6244212
David Leisure,2,San Diego California USA,16/11/1950,https://www.themoviedb.org/person/24521,54.10030318,32.7174202,-117.1627728
Joseph Ashton,2,Cherokee California U.S.,18/11/1986,https://www.themoviedb.org/person/24525,5.520219163,39.6466797,-121.5393072
David Marshall Grant,2,Westport Connecticut U.S.,21/06/1955,https://www.themoviedb.org/person/24535,93.87762738,41.14203295,-73.35447244
Edmon Ryan,2,Cecilia Kentucky USA,05/06/1905,https://www.themoviedb.org/person/24549,4.92855361,37.6658962,-85.9566304
Henry Wills,0,Florence Arizona USA,14/09/1921,https://www.themoviedb.org/person/24802,5.788600295,33.059919,-111.4303822
Ina Balin,1,Brooklyn New York United States,12/11/1937,https://www.themoviedb.org/person/24809,2.181186626,40.6526006,-73.9497211
Pat Boone,2,Jacksonville Florida USA,01/06/1934,https://www.themoviedb.org/person/24810,6.486690136,30.3321838,-81.655651
Victor Buono,2,San Diego California United States,03/02/1938,https://www.themoviedb.org/person/24811,13.71481068,32.7174202,-117.1627728
Dorothy McGuire,1,Omaha Nebraska USA,14/06/1916,https://www.themoviedb.org/person/24815,7.429249074,41.2587459,-95.9383758
John Abbott,2,Los Angeles California U.S.A.,05/06/1905,https://www.themoviedb.org/person/24826,38.30142126,0,0
George Chakiris,2,Norwood Ohio USA,16/09/1934,https://www.themoviedb.org/person/24880,21.28682404,39.1556149,-84.4596641
Grover Dale,2,Harrisburg Pennsylvania USA,22/07/1935,https://www.themoviedb.org/person/24881,3.223641236,40.2663107,-76.8861122
Bing Crosby,2,Tacoma Washington USA,03/05/1903,https://www.themoviedb.org/person/24937,92.9033968,47.2495798,-122.4398746
Anthony Ross,2,New York City New York U.S.,23/02/1909,https://www.themoviedb.org/person/24938,2.435881263,0,0
Scott Wolf,2,Boston - Massachusetts - USA,04/06/1968,https://www.themoviedb.org/person/24965,76.13858667,42.3554334,-71.060511
Kristina Wagner,1,Indianapolis Indiana U.S.,30/10/1963,https://www.themoviedb.org/person/24966,1.24806665,0,0
Alyssa Milano,1,Brooklyn New York USA,19/12/1972,https://www.themoviedb.org/person/24967,40.57611336,40.6526006,-73.9497211
Henry Kingi,2, Los Angeles California USA,02/12/1943,https://www.themoviedb.org/person/24969,402.1438048,34.0536909,-118.242766
John Asher,2,Los Angeles California USA,13/01/1971,https://www.themoviedb.org/person/24970,22.85044953,34.0536909,-118.242766
Anne Ramsay,1,Los Angeles County California USA,11/09/1960,https://www.themoviedb.org/person/25023,27.68950742,34.3155072,-118.2096814
Shelby Young,1,Florida USA,08/04/1992,https://www.themoviedb.org/person/25113,74.74713404,27.7567667,-81.4639835
Don Johnson,2,Flat Creek Missouri United States,15/12/1949,https://www.themoviedb.org/person/25129,759.0577846,36.757643,-93.6089813
Ty Panitz,2,California - USA,08/04/1999,https://www.themoviedb.org/person/25144,9.00634218,36.7014631,-118.755997
Tony Hale,2,West Point New York USA,30/09/1970,https://www.themoviedb.org/person/25147,431.1751152,40.8512481,-72.5359869
Gale Sondergaard,1,Litchfield Minnesota USA,1899-02-15,https://www.themoviedb.org/person/25173,4.896303826,45.1271847,-94.5280474
Arthur Hohl,2,Pittsburgh Pennsylvania USA,1889-05-21,https://www.themoviedb.org/person/25176,9.675013926,40.3693889,-80.6243098
Jo Champa,1,Long Branch New Jersey USA,23/01/1968,https://www.themoviedb.org/person/25215,8.527393555,40.3042778,-73.9923596
Jim Storm,2,Highland Park Illinois USA,12/08/1943,https://www.themoviedb.org/person/25309,2.964699067,42.1816919,-87.8003438
Dale Godboldo,2, Dallas Texas USA,05/07/1975,https://www.themoviedb.org/person/25310,165.8908482,32.7762719,-96.7968559
John O'Hurley,2,Kittery Maine USA,09/10/1954,https://www.themoviedb.org/person/25311,6.625364208,43.088448,-70.736847
Joel Gretsch,2,St. Cloud - Minnesota - USA,20/12/1963,https://www.themoviedb.org/person/25376,79.45709703,45.5616075,-94.1642004
Megalyn Echikunwoke,1,Spokane Washington USA,28/05/1983,https://www.themoviedb.org/person/25382,44.05053088,47.6571934,-117.4235106
Michael Mehlmann,2,Denver - Colorado - USA,03/12/1944,https://www.themoviedb.org/person/25443,34.93335956,39.7392364,-104.9848623
Mandy Patinkin,2,Chicago Illinois USA,30/11/1952,https://www.themoviedb.org/person/25503,91.26028209,41.8755616,-87.6244212
Katherine Heigl,1,Washington D.C. USA,24/11/1978,https://www.themoviedb.org/person/25541,1216.164034,38.8950368,-77.0365427
James Pickens Jr.,2,Cleveland Ohio USA,26/10/1954,https://www.themoviedb.org/person/25544,72.7177022,41.4996562,-81.6936813
Evelyn Guerrero,1,East Los Angeles California USA,24/02/1949,https://www.themoviedb.org/person/25578,2.394349834,34.0239015,-118.1720157
Chuck Hicks,2,Stockton California USA,26/12/1927,https://www.themoviedb.org/person/25579,81.66821023,37.9577016,-121.2907796
Robert Ridgely,2,Teaneck New Jersey USA,24/12/1931,https://www.themoviedb.org/person/25626,107.3180461,40.8860164,-74.0072568
Hal Smith,2,Petoskey Michigan USA,24/08/1916,https://www.themoviedb.org/person/25627,149.3731786,45.373343,-84.95533
Mark Lester,2,Cleveland Ohio USA,11/07/1958,https://www.themoviedb.org/person/25638,7.285619547,41.4996562,-81.6936813
Julianna Margulies,1,Spring Valley New York USA,08/06/1966,https://www.themoviedb.org/person/25654,210.3200443,41.1130231,-74.0437839
James Babson,2,West Chester Pennsylvania USA,24/10/1974,https://www.themoviedb.org/person/25659,148.8128508,39.9597213,-75.6059638
Harvey Friedman,2,Pittsburgh Pennsylvania U.S.,01/01/1959,https://www.themoviedb.org/person/25661,53.87253105,39.9081596,-79.7276779
Lake Bell,1,New York City New York USA,24/03/1979,https://www.themoviedb.org/person/25703,347.6984148,40.7127281,-74.0060152
Kevin Cooney,2,Houston Texas USA ,02/10/1945,https://www.themoviedb.org/person/25711,162.5136514,29.7589382,-95.3676974
Brian Caspe,2,Santa Cruz California USA,11/05/1975,https://www.themoviedb.org/person/25730,798.4670597,37.050096,-121.9905908
Ava Gardner,1,Grabtown North Carolina USA,24/12/1922,https://www.themoviedb.org/person/25787,17.37523984,35.9571034,-77.0330112
Sarah Clarke,1,St. Louis Missouri USA,16/02/1972,https://www.themoviedb.org/person/25836,138.5081824,38.6264256,-90.1995853
Richard Burgi,2,Montclair - New Jersey - USA,30/07/1958,https://www.themoviedb.org/person/25849,67.41504271,40.8164458,-74.2210643
Carlos Bernard,2,Evanston Illinois USA,12/10/1962,https://www.themoviedb.org/person/25867,1.468387736,42.0447388,-87.6930459
Vicellous Reon Shannon,2,Memphis Tennessee U.S.,11/04/1971,https://www.themoviedb.org/person/25868,19.33704928,35.14403905,-90.02529453
Reiko Aylesworth,1,Evanston Illinois USA,09/12/1972,https://www.themoviedb.org/person/25869,34.51779684,42.0447388,-87.6930459
Geoff Pierson,2,Chicago Illinois USA,16/06/1949,https://www.themoviedb.org/person/25879,170.1098851,41.8755616,-87.6244212
Mary Lynn Rajskub,1,Detroit Michigan USA,22/06/1971,https://www.themoviedb.org/person/25884,285.8683914,42.3315509,-83.0466403
Shelbie Bruce,1,Brownsville Texas USA,12/11/1992,https://www.themoviedb.org/person/25907,5.068722184,25.9140256,-97.4890856
Sarah Steele,1,Pittsburgh Pennsylvania USA,16/09/1988,https://www.themoviedb.org/person/25908,24.19352941,40.3693889,-80.6243098
Emily Deschanel,1,Los Angeles California USA,11/10/1976,https://www.themoviedb.org/person/25933,47.50880128,34.0536909,-118.242766
David Boreanaz,2,Buffalo New York USA,16/05/1969,https://www.themoviedb.org/person/25934,6.128481557,42.8867166,-78.8783922
Larry Poindexter,2, Dallas Texas USA,16/12/1959,https://www.themoviedb.org/person/25944,32.97202208,32.7762719,-96.7968559
Bonita Friedericy,1,Charlottesville Virginia USA,10/10/1961,https://www.themoviedb.org/person/25946,45.63643421,38.029306,-78.4766781
Melina Kanakaredes,1,Akron Ohio USA,23/04/1967,https://www.themoviedb.org/person/25972,79.70610753,41.083064,-81.518485
Eddie Cahill,2,New York City New York USA,15/01/1978,https://www.themoviedb.org/person/25987,6.193453074,40.7127281,-74.0060152
Andy Comeau,2,New Boston New Hampshire U.S.,19/10/1970,https://www.themoviedb.org/person/25990,9.214785908,0,0
Gordon Clapp,2,North Conway New Hampshire USA,24/09/1948,https://www.themoviedb.org/person/26008,22.7711882,44.0537103,-71.1282572
Gail O'Grady,1,Detroit Michigan USA,23/01/1963,https://www.themoviedb.org/person/26009,8.50269494,42.3315509,-83.0466403
Kevin James,2,Wisconsin USA,26/04/1965,https://www.themoviedb.org/person/26033,0.764005254,44.4308975,-89.6884637
Victor Williams,2,Brooklyn New York City New York USA,19/09/1970,https://www.themoviedb.org/person/26039,23.44008707,40.6526006,-73.9497211
Jerry Stiller,2,Brooklyn New York City New York USA,08/06/1927,https://www.themoviedb.org/person/26042,67.87289588,40.6526006,-73.9497211
Bill Erwin,2,Honey Grove Texas USA,02/12/1914,https://www.themoviedb.org/person/26044,78.48551329,33.5834377,-95.9099681
Amy Stiller,1,New York City New York USA,09/08/1961,https://www.themoviedb.org/person/26046,108.1312178,40.7127281,-74.0060152
Ben Browder,2,Memphis Tennessee USA,11/12/1962,https://www.themoviedb.org/person/26048,115.6451305,35.1490215,-90.0516285
Joe Flanigan,2,Los Angeles - California - USA,05/01/1967,https://www.themoviedb.org/person/26066,2.349121478,34.0536909,-118.242766
Richard Dean Anderson,2,Minneapolis Minnesota USA,23/01/1950,https://www.themoviedb.org/person/26085,2.910425039,44.9772995,-93.2654692
Christopher Judge,2,Los Angeles California USA,13/10/1964,https://www.themoviedb.org/person/26088,112.6158415,34.0536909,-118.242766
Earl Pastko,2,Chicago Illinois U.S.,10/12/1965,https://www.themoviedb.org/person/26093,14.2477187,41.8872214,-87.6297412
Millie Perkins,1,Passaic New Jersey USA,12/05/1938,https://www.themoviedb.org/person/26142,16.4866552,40.8567663,-74.1284764
Dodie Heath,1, Seattle Washington USA,03/08/1928,https://www.themoviedb.org/person/26148,5.038910798,47.6038321,-122.3300624
Charles Wagenheim,2,Newark New Jersey USA,1896-02-21,https://www.themoviedb.org/person/26158,19.60393591,40.735657,-74.1723667
Jenna Jameson,1,Las Vegas Nevada U.S.,09/04/1974,https://www.themoviedb.org/person/26223,5.019167638,0,0
Gerrit Graham,2,New York City New York USA,27/11/1949,https://www.themoviedb.org/person/26283,24.09011687,40.7127281,-74.0060152
Sybelle Silverphoenix,1,Bronx New York USA,25/07/1983,https://www.themoviedb.org/person/26290,5.886844149,40.8466508,-73.8785937
David Dorfman,2,Los Angeles California U.S.,07/02/1993,https://www.themoviedb.org/person/26292,51.21517441,-16.5867477,-72.7388789
Rachael Bella,1,Vermillion South Dakota USA,13/03/1984,https://www.themoviedb.org/person/26293,36.9170774,42.7795273,-96.929101
Lindsay Frost,1,Minneapolis Minnesota USA,04/06/1962,https://www.themoviedb.org/person/26294,40.24239684,44.9772995,-93.2654692
Lori Singer,1,Corpus Christi Texas USA,06/11/1957,https://www.themoviedb.org/person/26456,16.67620611,27.7951482,-97.3942053
Matthew Lillard,2,Lansing Michigan USA,24/01/1970,https://www.themoviedb.org/person/26457,1814.615276,42.7337712,-84.5553805
Caroline Kava,1,Chicago Illinois USA,25/09/1949,https://www.themoviedb.org/person/26466,12.18401675,41.8755616,-87.6244212
Kyra Sedgwick,1,New York City New York USA,19/08/1965,https://www.themoviedb.org/person/26467,170.8435124,40.7127281,-74.0060152
Rob Camilletti,2,Queens New York City New York USA,01/08/1964,https://www.themoviedb.org/person/26468,9.418824786,40.7135078,-73.8283132
Holly Marie Combs,1,San Diego California USA,03/12/1973,https://www.themoviedb.org/person/26469,66.56221746,32.7174202,-117.1627728
Steve Guttenberg,2,Brooklyn New York City New York USA,24/08/1958,https://www.themoviedb.org/person/26472,66.43989381,40.6526006,-73.9497211
Fisher Stevens,2,Chicago Illinois USA ,27/11/1963,https://www.themoviedb.org/person/26473,226.5009162,41.8755616,-87.6244212
Merry Clayton,1,New Orleans Louisiana USA,25/12/1948,https://www.themoviedb.org/person/26482,4.972130148,29.9759983,-90.0782127
Valerie Perrine,1,Galveston Texas USA,03/09/1943,https://www.themoviedb.org/person/26483,51.39166432,29.299328,-94.7945882
Jim Belushi,2,Chicago Illinois USA,15/06/1954,https://www.themoviedb.org/person/26485,165.0507109,41.8755616,-87.6244212
Bill McCutcheon,2,Russell Kentucky United States,23/05/1924,https://www.themoviedb.org/person/26486,5.184349459,38.5173028,-82.6976631
Jean Louisa Kelly,1,Worcester Massachusetts United States,09/03/1972,https://www.themoviedb.org/person/26495,137.5465096,42.2625621,-71.8018877
